transaction_id,product_id,seller_id,buyer_id,transaction_date,selling_price,final_price,discount_rate,status,location,payment_method
T000981,P005721,U002583,U000883,2024-06-15 00:00:00,80,80,0.0,已取消,图书馆门口,现金
T000982,P002849,U001579,U000903,2022-03-14 00:00:00,410,390,4.88,退款中,宿舍楼下,现金
T000983,P006047,U001348,U001793,2022-05-30 00:00:00,300,290,3.33,已完成,体育馆,支付宝
T000984,P000048,U002077,U000876,2021-05-09 00:00:00,60,60,0.0,已完成,快递站,现金
T000985,P004533,U002020,U000414,2022-09-12 00:00:00,3580,3260,8.94,已取消,宿舍楼下,现金
T000986,P003438,U000641,U000908,2020-11-07 00:00:00,390,390,0.0,已完成,教学楼,微信
T000987,P001347,U002089,U000310,2024-02-11 00:00:00,320,300,6.25,已完成,体育馆,现金
T000988,P005400,U002390,U002021,2023-02-12 00:00:00,270,260,3.7,已取消,快递站,微信
T000989,P005690,U002315,U000678,2021-11-07 00:00:00,170,160,5.88,退款中,快递站,微信
T000990,P001549,U000374,U000253,2022-02-03 00:00:00,250,230,8.0,已完成,图书馆门口,现金
T000991,P007955,U001420,U000119,2021-09-30 00:00:00,140,130,7.14,已完成,宿舍楼下,微信
T000992,P007207,U002070,U002192,2022-03-23 00:00:00,230,210,8.7,已完成,图书馆门口,微信
T000993,P002617,U000947,U002074,2024-06-28 00:00:00,100,100,0.0,已完成,校门口,银行卡
T000994,P005777,U001296,U001218,2023-03-14 00:00:00,120,110,8.33,已完成,线上交易,支付宝
T000995,P002426,U000123,U001824,2023-07-07 00:00:00,360,350,2.78,已完成,宿舍楼下,微信
T000996,P006375,U000658,U000151,2023-05-05 00:00:00,20,20,0.0,已完成,教学楼,支付宝
T000997,P004686,U002037,U000943,2023-06-29 00:00:00,150,140,6.67,已取消,图书馆门口,银行卡
T000998,P001302,U001754,U000211,2023-03-27 00:00:00,130,120,7.69,已完成,体育馆,支付宝
T000999,P005735,U002397,U002866,2023-03-22 00:00:00,130,120,7.69,已完成,食堂,银行卡
T001000,P001769,U001221,U001810,2024-06-27 00:00:00,50,50,0.0,退款中,快递站,微信
T001001,P007173,U002613,U002694,2023-01-01 00:00:00,140,140,0.0,已完成,宿舍楼下,支付宝
T001002,P000122,U000416,U001452,2021-02-07 00:00:00,270,250,7.41,已完成,图书馆门口,支付宝
T001003,P000720,U001977,U002945,2022-05-02 00:00:00,330,320,3.03,已完成,宿舍楼下,支付宝
T001004,P004875,U001235,U002548,2023-04-17 00:00:00,6360,5850,8.02,已完成,教学楼,支付宝
T001005,P007231,U002640,U000708,2024-05-19 00:00:00,40,40,0.0,已完成,体育馆,微信
T001006,P005545,U001850,U000139,2024-02-18 00:00:00,130,130,0.0,退款中,线上交易,现金
T001007,P007836,U000976,U000694,2023-06-23 00:00:00,100,100,0.0,已完成,体育馆,银行卡
T001008,P000055,U002403,U000979,2020-11-30 00:00:00,220,200,9.09,已完成,宿舍楼下,银行卡
T001009,P004289,U002509,U001949,2024-06-01 00:00:00,120,110,8.33,已完成,食堂,微信
T001010,P002943,U000733,U002795,2021-08-16 00:00:00,1660,1620,2.41,已完成,快递站,银行卡
T001011,P006861,U001661,U000078,2021-12-24 00:00:00,3980,3640,8.54,退款中,体育馆,现金
T001012,P005641,U002167,U000041,2022-07-10 00:00:00,100,100,0.0,已完成,线上交易,微信
T001013,P007974,U002900,U000073,2022-12-02 00:00:00,30,30,0.0,已完成,线上交易,银行卡
T001014,P001210,U001913,U002215,2024-04-15 00:00:00,240,230,4.17,已完成,图书馆门口,微信
T001015,P005519,U002541,U001777,2023-02-01 00:00:00,280,270,3.57,已完成,体育馆,支付宝
T001016,P001125,U001880,U002089,2021-11-08 00:00:00,1500,1440,4.0,退款中,教学楼,现金
T001017,P002612,U002036,U000788,2023-05-17 00:00:00,160,150,6.25,已取消,线上交易,银行卡
T001018,P007370,U000352,U000883,2021-09-20 00:00:00,8220,7760,5.6,已取消,线上交易,支付宝
T001019,P002491,U001303,U001908,2024-02-18 00:00:00,280,270,3.57,退款中,线上交易,支付宝
T001020,P001997,U002580,U000437,2024-04-27 00:00:00,270,270,0.0,退款中,食堂,微信
T001021,P000641,U001042,U000813,2023-02-17 00:00:00,150,150,0.0,已完成,教学楼,微信
T001022,P003694,U000576,U001841,2021-12-15 00:00:00,60,50,16.67,已完成,体育馆,银行卡
T001023,P003717,U002380,U000565,2020-10-23 00:00:00,300,300,0.0,已完成,食堂,现金
T001024,P001345,U002034,U001106,2022-06-24 00:00:00,370,350,5.41,退款中,宿舍楼下,银行卡
T001025,P003213,U000761,U002692,2023-08-28 00:00:00,110,110,0.0,已取消,食堂,银行卡
T001026,P005966,U002882,U001685,2023-05-01 00:00:00,170,150,11.76,已完成,教学楼,银行卡
T001027,P006704,U000440,U000808,2021-11-21 00:00:00,140,130,7.14,退款中,体育馆,微信
T001028,P005695,U001100,U001288,2022-08-15 00:00:00,430,420,2.33,已完成,体育馆,现金
T001029,P007661,U002576,U002414,2022-11-24 00:00:00,140,130,7.14,已完成,体育馆,现金
T001030,P004479,U000339,U001854,2023-11-11 00:00:00,370,370,0.0,退款中,教学楼,银行卡
T001031,P003546,U002766,U001524,2020-10-21 00:00:00,160,150,6.25,已取消,体育馆,现金
T001032,P004939,U002994,U002615,2023-01-08 00:00:00,100,90,10.0,已完成,宿舍楼下,微信
T001033,P007516,U000371,U002435,2021-01-12 00:00:00,3170,3010,5.05,已完成,校门口,微信
T001034,P001931,U001441,U001337,2023-01-29 00:00:00,300,270,10.0,已完成,体育馆,微信
T001035,P001015,U001115,U000825,2021-04-06 00:00:00,3740,3610,3.48,退款中,快递站,银行卡
T001036,P000319,U001406,U002794,2022-11-14 00:00:00,40,40,0.0,退款中,体育馆,微信
T001037,P000801,U002652,U002182,2024-02-13 00:00:00,130,130,0.0,已完成,快递站,现金
T001038,P004002,U002351,U000371,2022-06-01 00:00:00,50,50,0.0,已完成,快递站,银行卡
T001039,P006416,U002940,U000567,2021-12-24 00:00:00,270,260,3.7,已完成,图书馆门口,银行卡
T001040,P005205,U000514,U000142,2020-11-27 00:00:00,250,250,0.0,已完成,教学楼,微信
T001041,P001127,U000134,U001330,2022-12-02 00:00:00,290,270,6.9,已完成,教学楼,银行卡
T001042,P004530,U001631,U001878,2022-10-26 00:00:00,140,140,0.0,已完成,线上交易,银行卡
T001043,P000530,U000013,U001867,2022-09-22 00:00:00,200,200,0.0,退款中,宿舍楼下,微信
T001044,P002335,U002457,U001248,2023-07-19 00:00:00,120,110,8.33,已完成,线上交易,现金
T001045,P004023,U002882,U001745,2020-11-19 00:00:00,1370,1280,6.57,退款中,校门口,支付宝
T001046,P005151,U001565,U000190,2023-06-17 00:00:00,60,60,0.0,已完成,快递站,银行卡
T001047,P006729,U000218,U000573,2021-08-14 00:00:00,660,600,9.09,已完成,图书馆门口,微信
T001048,P002949,U000312,U001438,2023-02-12 00:00:00,50,50,0.0,已完成,宿舍楼下,银行卡
T001049,P004127,U002425,U001017,2022-03-11 00:00:00,30,30,0.0,已完成,校门口,现金
T001050,P002685,U002223,U002642,2023-12-05 00:00:00,310,290,6.45,已完成,教学楼,银行卡
T001051,P006850,U001526,U001515,2021-02-14 00:00:00,100,100,0.0,已完成,校门口,微信
T001052,P005913,U002931,U002642,2023-04-24 00:00:00,20,20,0.0,退款中,线上交易,支付宝
T001053,P006956,U001784,U002759,2022-04-29 00:00:00,3580,3560,0.56,已完成,教学楼,现金
T001054,P006556,U002070,U000985,2022-07-06 00:00:00,150,150,0.0,已取消,教学楼,微信
T001055,P006125,U000538,U001624,2021-07-22 00:00:00,40,40,0.0,已完成,线上交易,现金
T001056,P000699,U002063,U000085,2022-07-27 00:00:00,380,370,2.63,已完成,食堂,银行卡
T001057,P007086,U001608,U002695,2022-11-14 00:00:00,890,820,7.87,已完成,线上交易,微信
T001058,P003332,U001860,U000994,2023-12-01 00:00:00,40,40,0.0,已完成,线上交易,现金
T001059,P002664,U001332,U001025,2022-02-14 00:00:00,480,460,4.17,已完成,校门口,微信
T001060,P002351,U000684,U001520,2021-02-23 00:00:00,100,90,10.0,已完成,食堂,现金
T001061,P003879,U001960,U002722,2021-02-06 00:00:00,10,10,0.0,已完成,体育馆,现金
T001062,P000251,U002855,U002213,2022-10-22 00:00:00,50,50,0.0,已完成,宿舍楼下,微信
T001063,P006639,U002564,U000090,2020-10-23 00:00:00,50,50,0.0,已完成,线上交易,银行卡
T001064,P000942,U002126,U002366,2024-04-14 00:00:00,180,180,0.0,已完成,图书馆门口,现金
T001065,P000355,U002264,U001940,2022-09-11 00:00:00,180,180,0.0,已完成,体育馆,支付宝
T001066,P003508,U002434,U000606,2020-12-12 00:00:00,20,20,0.0,已取消,教学楼,银行卡
T001067,P004577,U001113,U002625,2023-04-04 00:00:00,240,220,8.33,已完成,线上交易,支付宝
T001068,P005800,U002781,U000210,2023-12-25 00:00:00,170,170,0.0,已完成,宿舍楼下,支付宝
T001069,P004436,U002099,U001837,2022-01-04 00:00:00,150,140,6.67,已完成,宿舍楼下,现金
T001070,P000351,U002391,U002292,2022-04-11 00:00:00,200,200,0.0,已完成,线上交易,现金
T001071,P001749,U002533,U002194,2023-11-28 00:00:00,100,100,0.0,已取消,校门口,微信
T001072,P004794,U001525,U002910,2023-01-06 00:00:00,300,290,3.33,已完成,宿舍楼下,银行卡
T001073,P006505,U002451,U001416,2021-09-05 00:00:00,320,310,3.12,已完成,线上交易,微信
T001074,P001688,U002479,U002921,2023-02-14 00:00:00,20,20,0.0,已完成,图书馆门口,银行卡
T001075,P001141,U001820,U001615,2022-09-03 00:00:00,130,130,0.0,已完成,体育馆,支付宝
T001076,P005899,U001254,U001221,2022-04-17 00:00:00,320,300,6.25,已完成,教学楼,银行卡
T001077,P001811,U000450,U002978,2022-11-14 00:00:00,260,260,0.0,已完成,图书馆门口,银行卡
T001078,P001255,U000847,U001890,2021-10-28 00:00:00,170,160,5.88,已完成,校门口,支付宝
T001079,P003915,U000520,U001153,2022-03-22 00:00:00,180,180,0.0,已完成,图书馆门口,支付宝
T001080,P000293,U000673,U002824,2023-01-17 00:00:00,350,320,8.57,已完成,线上交易,支付宝
T001081,P007547,U000765,U002974,2023-04-30 00:00:00,260,250,3.85,已完成,快递站,支付宝
T001082,P002474,U002867,U000743,2022-06-08 00:00:00,200,200,0.0,已完成,快递站,现金
T001083,P003080,U001004,U002177,2020-12-27 00:00:00,180,160,11.11,退款中,食堂,支付宝
T001084,P005222,U000722,U002333,2024-02-25 00:00:00,90,80,11.11,已完成,图书馆门口,银行卡
T001085,P001850,U000183,U002458,2022-01-04 00:00:00,180,170,5.56,已完成,图书馆门口,现金
T001086,P003600,U001450,U001431,2023-07-14 00:00:00,190,170,10.53,退款中,快递站,现金
T001087,P001065,U001063,U002554,2022-02-05 00:00:00,80,70,12.5,退款中,体育馆,银行卡
T001088,P002478,U002479,U001774,2023-04-04 00:00:00,190,190,0.0,已取消,校门口,微信
T001089,P005709,U000184,U001392,2023-08-03 00:00:00,250,230,8.0,已完成,体育馆,支付宝
T001090,P007152,U000663,U001893,2022-08-01 00:00:00,80,70,12.5,已完成,体育馆,支付宝
T001091,P004433,U000201,U002102,2021-07-30 00:00:00,310,280,9.68,已完成,体育馆,现金
T001092,P001213,U001150,U001654,2022-03-18 00:00:00,360,340,5.56,已完成,食堂,微信
T001093,P007814,U000704,U000368,2023-01-16 00:00:00,50,50,0.0,已完成,食堂,微信
T001094,P007863,U000566,U001882,2024-02-25 00:00:00,1190,1080,9.24,退款中,线上交易,银行卡
T001095,P003576,U002570,U002979,2022-04-14 00:00:00,340,340,0.0,已完成,快递站,支付宝
T001096,P003665,U001866,U000899,2023-05-31 00:00:00,50,50,0.0,已完成,教学楼,现金
T001097,P001475,U002152,U001849,2022-11-14 00:00:00,330,320,3.03,已完成,体育馆,银行卡
T001098,P001267,U001644,U000118,2020-12-16 00:00:00,160,160,0.0,已取消,体育馆,现金
T001099,P004630,U002323,U000757,2023-06-09 00:00:00,320,310,3.12,已完成,宿舍楼下,支付宝
T001100,P004170,U001458,U002052,2023-04-19 00:00:00,440,410,6.82,已取消,食堂,银行卡
T001101,P007579,U002005,U002402,2021-08-07 00:00:00,280,270,3.57,已完成,线上交易,支付宝
T001102,P002180,U000770,U001880,2023-12-28 00:00:00,90,80,11.11,已完成,宿舍楼下,支付宝
T001103,P005160,U001348,U002688,2023-08-23 00:00:00,380,370,2.63,已完成,图书馆门口,银行卡
T001104,P000091,U000245,U002488,2022-05-23 00:00:00,20,20,0.0,已完成,线上交易,支付宝
T001105,P002608,U001848,U002838,2021-12-10 00:00:00,220,210,4.55,退款中,快递站,现金
T001106,P001842,U001040,U002296,2022-11-20 00:00:00,30,30,0.0,已完成,宿舍楼下,现金
T001107,P007062,U002801,U001227,2023-08-12 00:00:00,130,130,0.0,已取消,快递站,支付宝
T001108,P001504,U000518,U000571,2023-04-08 00:00:00,410,390,4.88,已完成,宿舍楼下,支付宝
T001109,P003228,U000325,U002508,2023-03-06 00:00:00,300,290,3.33,已完成,教学楼,微信
T001110,P004657,U002790,U000274,2023-11-16 00:00:00,110,110,0.0,已完成,教学楼,支付宝
T001111,P002841,U002469,U002545,2021-03-30 00:00:00,260,250,3.85,已取消,教学楼,银行卡
T001112,P007246,U000438,U000366,2022-11-30 00:00:00,180,170,5.56,已完成,教学楼,支付宝
T001113,P003425,U001840,U000533,2022-05-25 00:00:00,390,370,5.13,已完成,校门口,现金
T001114,P006708,U000344,U001512,2023-08-06 00:00:00,170,170,0.0,退款中,宿舍楼下,现金
T001115,P002279,U001660,U002253,2022-06-21 00:00:00,50,50,0.0,已完成,食堂,现金
T001116,P003823,U002855,U001326,2023-06-19 00:00:00,200,190,5.0,已完成,线上交易,支付宝
T001117,P004494,U000742,U002179,2021-10-29 00:00:00,400,380,5.0,已完成,食堂,银行卡
T001118,P005265,U001153,U002140,2023-06-11 00:00:00,10320,10250,0.68,已完成,食堂,微信
T001119,P005656,U000396,U000412,2021-06-17 00:00:00,110,100,9.09,已完成,快递站,支付宝
T001120,P004033,U000686,U000845,2024-04-06 00:00:00,120,120,0.0,已取消,食堂,现金
T001121,P005479,U000309,U001796,2023-08-28 00:00:00,30,30,0.0,已取消,教学楼,现金
T001122,P006677,U001327,U000074,2022-11-07 00:00:00,240,240,0.0,已完成,食堂,现金
T001123,P002134,U000374,U001613,2021-10-06 00:00:00,110,100,9.09,退款中,校门口,微信
T001124,P007342,U000116,U000147,2022-07-21 00:00:00,150,140,6.67,已完成,图书馆门口,微信
T001125,P003863,U000113,U001855,2023-12-21 00:00:00,220,220,0.0,已完成,教学楼,微信
T001126,P004797,U001283,U000038,2021-01-02 00:00:00,3490,3360,3.72,已完成,宿舍楼下,微信
T001127,P007440,U002505,U000569,2024-06-26 00:00:00,3010,2720,9.63,已取消,食堂,现金
T001128,P007806,U002140,U002674,2021-07-10 00:00:00,350,320,8.57,已完成,体育馆,银行卡
T001129,P003645,U000854,U000662,2021-08-09 00:00:00,410,390,4.88,退款中,教学楼,现金
T001130,P005750,U001579,U000145,2022-03-22 00:00:00,290,270,6.9,已完成,教学楼,支付宝
T001131,P007070,U002651,U002579,2022-04-10 00:00:00,240,230,4.17,退款中,宿舍楼下,现金
T001132,P004392,U001861,U001373,2022-03-24 00:00:00,190,180,5.26,退款中,体育馆,银行卡
T001133,P005115,U000984,U000050,2020-12-09 00:00:00,30,30,0.0,已取消,线上交易,微信
T001134,P006941,U001764,U001500,2021-11-01 00:00:00,140,130,7.14,已完成,食堂,银行卡
T001135,P002471,U001370,U002322,2024-03-10 00:00:00,40,40,0.0,已完成,教学楼,支付宝
T001136,P007858,U001766,U000335,2022-12-14 00:00:00,90,80,11.11,已完成,线上交易,支付宝
T001137,P006197,U000117,U000342,2022-12-12 00:00:00,210,200,4.76,已完成,宿舍楼下,支付宝
T001138,P006887,U000698,U000448,2021-02-11 00:00:00,730,670,8.22,已完成,食堂,现金
T001139,P002406,U001350,U000806,2024-05-17 00:00:00,50,50,0.0,已完成,图书馆门口,支付宝
T001140,P001736,U001544,U002799,2023-05-03 00:00:00,350,350,0.0,退款中,体育馆,支付宝
T001141,P001851,U001366,U002436,2023-06-26 00:00:00,200,200,0.0,已完成,校门口,微信
T001142,P005568,U000825,U000381,2023-10-24 00:00:00,110,100,9.09,退款中,校门口,微信
T001143,P001983,U000989,U002966,2022-04-15 00:00:00,40,40,0.0,已完成,体育馆,现金
T001144,P007337,U001145,U001612,2023-04-09 00:00:00,50,50,0.0,已取消,快递站,支付宝
T001145,P006702,U002328,U001629,2022-10-09 00:00:00,200,200,0.0,已完成,校门口,支付宝
T001146,P002243,U000810,U001654,2021-11-18 00:00:00,360,360,0.0,已完成,快递站,现金
T001147,P007103,U002695,U000623,2022-10-06 00:00:00,310,300,3.23,已完成,图书馆门口,银行卡
T001148,P002958,U000978,U002494,2021-02-16 00:00:00,170,160,5.88,已完成,体育馆,微信
T001149,P000377,U001223,U002442,2021-05-30 00:00:00,80,80,0.0,已完成,线上交易,微信
T001150,P003289,U001741,U002663,2021-06-04 00:00:00,70,60,14.29,已完成,图书馆门口,银行卡
T001151,P000110,U001020,U001836,2022-07-31 00:00:00,80,80,0.0,已完成,体育馆,支付宝
T001152,P004352,U000816,U002580,2024-06-18 00:00:00,300,300,0.0,已取消,食堂,微信
T001153,P002674,U002401,U001911,2023-03-25 00:00:00,50,50,0.0,已完成,图书馆门口,现金
T001154,P007752,U002188,U001488,2023-11-24 00:00:00,290,260,10.34,已完成,体育馆,支付宝
T001155,P002318,U002205,U000068,2023-05-31 00:00:00,170,160,5.88,已完成,体育馆,支付宝
T001156,P001515,U001038,U002144,2024-03-13 00:00:00,8250,8170,0.97,已完成,快递站,支付宝
T001157,P004861,U002195,U002889,2021-12-08 00:00:00,240,220,8.33,已取消,食堂,现金
T001158,P006408,U002342,U000560,2022-04-18 00:00:00,190,170,10.53,已取消,校门口,现金
T001159,P002148,U001282,U000628,2024-01-19 00:00:00,3480,3350,3.74,已完成,体育馆,支付宝
T001160,P003648,U002058,U000722,2021-12-08 00:00:00,40,40,0.0,已完成,宿舍楼下,银行卡
T001161,P002893,U001400,U002274,2022-03-11 00:00:00,130,120,7.69,已完成,食堂,现金
T001162,P003998,U001124,U001027,2021-11-13 00:00:00,130,130,0.0,已完成,教学楼,支付宝
T001163,P004068,U000664,U000772,2022-10-22 00:00:00,4910,4900,0.2,已完成,体育馆,现金
T001164,P001142,U002034,U002559,2022-12-16 00:00:00,60,50,16.67,已完成,教学楼,银行卡
T001165,P003708,U002896,U001534,2022-09-13 00:00:00,50,50,0.0,已完成,快递站,银行卡
T001166,P005514,U002492,U000686,2023-10-25 00:00:00,780,760,2.56,已完成,快递站,银行卡
T001167,P002800,U000328,U001712,2022-03-12 00:00:00,120,120,0.0,退款中,校门口,银行卡
T001168,P001885,U000634,U002349,2023-10-28 00:00:00,50,50,0.0,已完成,校门口,微信
T001169,P002152,U001500,U001676,2021-12-10 00:00:00,320,300,6.25,已完成,宿舍楼下,银行卡
T001170,P000342,U001903,U000040,2024-04-29 00:00:00,220,210,4.55,已取消,体育馆,微信
T001171,P003544,U000052,U001385,2022-11-02 00:00:00,550,540,1.82,已完成,校门口,现金
T001172,P004549,U001165,U000453,2020-11-12 00:00:00,400,380,5.0,已完成,线上交易,银行卡
T001173,P005259,U002181,U000341,2024-05-02 00:00:00,80,70,12.5,退款中,快递站,银行卡
T001174,P007973,U001558,U001552,2022-07-19 00:00:00,100,90,10.0,已完成,校门口,微信
T001175,P007603,U001763,U000344,2021-11-04 00:00:00,230,220,4.35,已完成,宿舍楼下,支付宝
T001176,P003537,U001856,U000956,2022-10-09 00:00:00,110,110,0.0,已完成,快递站,支付宝
T001177,P000405,U002729,U001797,2022-08-03 00:00:00,50,50,0.0,已完成,线上交易,微信
T001178,P007406,U000379,U000493,2022-01-16 00:00:00,220,210,4.55,退款中,图书馆门口,银行卡
T001179,P001035,U002880,U002283,2022-05-13 00:00:00,390,390,0.0,已完成,校门口,支付宝
T001180,P002341,U001881,U001019,2020-11-18 00:00:00,200,190,5.0,已完成,宿舍楼下,微信
T001181,P006356,U001758,U001737,2023-05-01 00:00:00,280,270,3.57,已完成,教学楼,现金
T001182,P005608,U001705,U002353,2024-06-02 00:00:00,2280,2240,1.75,退款中,线上交易,微信
T001183,P001383,U002634,U001319,2022-11-26 00:00:00,70,70,0.0,已完成,校门口,银行卡
T001184,P004819,U001640,U000386,2021-11-19 00:00:00,70,70,0.0,退款中,教学楼,微信
T001185,P005659,U001084,U000461,2022-09-12 00:00:00,380,370,2.63,已完成,线上交易,支付宝
T001186,P005847,U002812,U001095,2020-10-24 00:00:00,230,210,8.7,已完成,图书馆门口,支付宝
T001187,P007203,U002256,U002347,2023-07-06 00:00:00,90,90,0.0,已完成,宿舍楼下,微信
T001188,P006635,U002251,U000256,2022-05-26 00:00:00,2520,2480,1.59,退款中,教学楼,微信
T001189,P002058,U000056,U001274,2022-02-13 00:00:00,170,170,0.0,退款中,图书馆门口,微信
T001190,P000373,U001505,U001822,2024-01-17 00:00:00,40,40,0.0,已完成,体育馆,支付宝
T001191,P002859,U002903,U000606,2021-11-19 00:00:00,130,130,0.0,已完成,体育馆,支付宝
T001192,P001111,U000846,U001073,2022-08-08 00:00:00,270,270,0.0,已完成,食堂,现金
T001193,P000574,U002067,U002939,2021-04-23 00:00:00,120,120,0.0,已完成,快递站,微信
T001194,P001185,U000357,U001536,2023-08-15 00:00:00,280,270,3.57,已完成,校门口,支付宝
T001195,P000423,U001481,U001277,2021-03-20 00:00:00,210,200,4.76,已完成,食堂,银行卡
T001196,P004865,U001567,U000107,2022-08-18 00:00:00,430,400,6.98,已完成,体育馆,支付宝
T001197,P004936,U002658,U000505,2023-11-30 00:00:00,120,110,8.33,已取消,校门口,银行卡
T001198,P006372,U000680,U000980,2021-10-20 00:00:00,200,190,5.0,已完成,图书馆门口,现金
T001199,P005480,U002100,U000707,2023-10-19 00:00:00,180,160,11.11,已完成,食堂,支付宝
T001200,P000198,U002897,U000152,2023-02-18 00:00:00,80,80,0.0,已完成,校门口,微信
T001201,P004625,U001856,U001590,2021-05-09 00:00:00,380,350,7.89,已完成,快递站,微信
T001202,P002162,U002877,U001104,2021-10-17 00:00:00,410,390,4.88,已完成,线上交易,银行卡
T001203,P005388,U001763,U000804,2023-05-01 00:00:00,150,150,0.0,已完成,宿舍楼下,现金
T001204,P004672,U002880,U001737,2022-09-17 00:00:00,220,200,9.09,已取消,教学楼,银行卡
T001205,P004758,U002397,U002674,2023-07-19 00:00:00,270,250,7.41,已完成,宿舍楼下,现金
T001206,P003639,U001706,U002966,2021-04-11 00:00:00,70,60,14.29,已完成,图书馆门口,银行卡
T001207,P000902,U002084,U001812,2024-03-10 00:00:00,250,230,8.0,退款中,教学楼,银行卡
T001208,P004121,U002711,U000058,2021-09-24 00:00:00,260,240,7.69,已完成,宿舍楼下,银行卡
T001209,P006960,U001110,U002015,2020-10-19 00:00:00,390,360,7.69,已完成,体育馆,现金
T001210,P004177,U002836,U000481,2022-06-30 00:00:00,180,180,0.0,已完成,教学楼,银行卡
T001211,P004872,U001715,U000136,2021-04-23 00:00:00,130,130,0.0,已完成,体育馆,现金
T001212,P002801,U002608,U000022,2023-04-26 00:00:00,280,250,10.71,已完成,图书馆门口,现金
T001213,P007160,U000415,U002372,2023-04-11 00:00:00,160,160,0.0,已完成,宿舍楼下,银行卡
T001214,P000679,U002410,U002225,2022-04-11 00:00:00,180,180,0.0,已取消,体育馆,现金
T001215,P000240,U001358,U001566,2021-03-09 00:00:00,210,200,4.76,已取消,图书馆门口,支付宝
T001216,P002245,U001104,U001171,2023-05-19 00:00:00,4410,4290,2.72,已取消,图书馆门口,银行卡
T001217,P002268,U001114,U001931,2023-01-29 00:00:00,4800,4480,6.67,已完成,宿舍楼下,微信
T001218,P004852,U002138,U000004,2023-07-31 00:00:00,30,30,0.0,退款中,食堂,现金
T001219,P002100,U002438,U001550,2023-03-26 00:00:00,430,410,4.65,已完成,宿舍楼下,银行卡
T001220,P006569,U002995,U001988,2021-08-22 00:00:00,50,50,0.0,已完成,校门口,微信
T001221,P000044,U000573,U002401,2023-06-13 00:00:00,110,100,9.09,已完成,食堂,支付宝
T001222,P003624,U000362,U000391,2021-10-31 00:00:00,150,140,6.67,已完成,图书馆门口,支付宝
T001223,P002688,U002425,U001354,2021-10-22 00:00:00,180,180,0.0,已完成,体育馆,现金
T001224,P005653,U000750,U001111,2023-06-10 00:00:00,230,210,8.7,退款中,线上交易,支付宝
T001225,P001381,U000257,U000365,2023-05-20 00:00:00,160,150,6.25,退款中,图书馆门口,支付宝
T001226,P000796,U001080,U001310,2022-02-27 00:00:00,120,110,8.33,退款中,教学楼,银行卡
T001227,P004429,U000615,U002353,2021-10-09 00:00:00,270,260,3.7,已完成,图书馆门口,微信
T001228,P000875,U002221,U000867,2023-11-11 00:00:00,100,90,10.0,已完成,宿舍楼下,微信
T001229,P002124,U001907,U000289,2020-12-04 00:00:00,70,60,14.29,已完成,宿舍楼下,支付宝
T001230,P000152,U002911,U002373,2023-04-26 00:00:00,370,350,5.41,退款中,快递站,银行卡
T001231,P000517,U000896,U001944,2022-03-07 00:00:00,300,290,3.33,已完成,线上交易,银行卡
T001232,P007475,U000524,U000417,2020-12-28 00:00:00,30,30,0.0,退款中,教学楼,现金
T001233,P002535,U000390,U000464,2021-05-19 00:00:00,40,40,0.0,已取消,食堂,现金
T001234,P006869,U000270,U002988,2023-07-18 00:00:00,90,90,0.0,已完成,校门口,微信
T001235,P007541,U000099,U002359,2024-04-13 00:00:00,50,50,0.0,已完成,体育馆,微信
T001236,P006979,U001796,U002098,2023-07-18 00:00:00,270,260,3.7,已完成,教学楼,银行卡
T001237,P001721,U001835,U000591,2022-03-23 00:00:00,3900,3670,5.9,退款中,教学楼,微信
T001238,P001028,U001863,U000029,2022-04-03 00:00:00,30,30,0.0,已完成,图书馆门口,微信
T001239,P006424,U002738,U002873,2022-02-11 00:00:00,230,210,8.7,已完成,宿舍楼下,现金
T001240,P004477,U001986,U001830,2023-10-06 00:00:00,300,280,6.67,已完成,图书馆门口,微信
T001241,P002737,U002733,U002987,2022-05-08 00:00:00,210,200,4.76,已完成,宿舍楼下,微信
T001242,P007720,U000126,U002177,2021-12-12 00:00:00,110,110,0.0,已完成,线上交易,微信
T001243,P006266,U002888,U001594,2022-11-14 00:00:00,160,150,6.25,已完成,快递站,现金
T001244,P006229,U000665,U001446,2023-06-15 00:00:00,40,40,0.0,已完成,宿舍楼下,支付宝
T001245,P003417,U002817,U000665,2020-12-11 00:00:00,650,590,9.23,已完成,快递站,微信
T001246,P007847,U002353,U002467,2022-06-04 00:00:00,70,70,0.0,已完成,线上交易,微信
T001247,P004466,U001540,U002566,2024-01-11 00:00:00,1470,1380,6.12,已完成,体育馆,微信
T001248,P003206,U000342,U001152,2022-06-22 00:00:00,110,100,9.09,已完成,体育馆,银行卡
T001249,P002725,U000357,U000487,2024-06-19 00:00:00,310,300,3.23,已完成,图书馆门口,支付宝
T001250,P007772,U002943,U000055,2022-09-27 00:00:00,120,110,8.33,已取消,快递站,微信
T001251,P002511,U000020,U001295,2023-09-04 00:00:00,250,230,8.0,已完成,体育馆,支付宝
T001252,P001887,U002194,U001606,2024-04-07 00:00:00,320,300,6.25,已完成,快递站,银行卡
T001253,P007647,U001661,U002539,2022-07-23 00:00:00,70,70,0.0,已完成,体育馆,支付宝
T001254,P004895,U002429,U000121,2022-05-25 00:00:00,160,150,6.25,已完成,图书馆门口,微信
T001255,P007179,U001747,U001883,2024-05-20 00:00:00,70,70,0.0,已完成,教学楼,微信
T001256,P007056,U001490,U002567,2023-10-06 00:00:00,150,140,6.67,已完成,校门口,现金
