user_id,username,university,enrollment_year,grade,register_date,credit_score,total_transactions,total_sales
U000729,user_16787,武汉大学,2023,大二,2024-02-04,74,0,0
U000730,user_66260,西安交通大学,2018,研三,2019-09-25,60,0,0
U000731,user_37973,华中科技大学,2018,研三,2020-02-26,97,0,0
U000732,user_39647,中山大学,2023,大二,2024-04-15,60,0,0
U000733,user_11056,哈尔滨工业大学,2020,研一,2021-05-05,87,0,0
U000734,user_27324,华中科技大学,2018,研三,2021-03-26,84,0,0
U000735,user_21708,哈尔滨工业大学,2018,研三,2019-10-28,80,0,0
U000736,user_58177,天津大学,2020,研一,2021-06-08,84,0,0
U000737,user_27451,西安交通大学,2023,大二,2023-11-13,64,0,0
U000738,user_79534,四川大学,2018,研三,2020-07-04,88,0,0
U000739,user_56030,哈尔滨工业大学,2019,研二,2023-03-10,69,0,0
U000740,user_63963,四川大学,2023,大二,2024-04-14,73,0,0
U000741,user_21362,天津大学,2018,研三,2020-03-27,67,0,0
U000742,user_87276,哈尔滨工业大学,2021,大四,2023-08-21,87,0,0
U000743,user_51222,同济大学,2019,研二,2021-01-20,77,0,0
U000744,user_94491,清华大学,2019,研二,2022-10-08,98,0,0
U000745,user_88644,哈尔滨工业大学,2022,大三,2023-06-19,61,0,0
U000746,user_96298,天津大学,2020,研一,2021-10-26,93,0,0
U000747,user_89551,中山大学,2019,研二,2023-11-10,85,0,0
U000748,user_48737,西安交通大学,2018,研三,2021-05-08,91,0,0
U000749,user_60578,清华大学,2019,研二,2022-06-20,100,0,0
U000750,user_87847,清华大学,2022,大三,2022-09-13,83,0,0
U000751,user_51480,复旦大学,2021,大四,2024-01-10,83,0,0
U000752,user_81612,西安交通大学,2019,研二,2023-12-11,90,0,0
U000753,user_19567,北京大学,2022,大三,2022-11-09,60,0,0
U000754,user_44365,上海交通大学,2018,研三,2019-05-06,85,0,0
U000755,user_76402,浙江大学,2023,大二,2024-05-14,86,0,0
U000756,user_65518,哈尔滨工业大学,2021,大四,2022-02-16,100,0,0
U000757,user_80328,中山大学,2022,大三,2023-02-04,77,0,0
U000758,user_20957,浙江大学,2018,研三,2024-05-26,73,0,0
U000759,user_30365,中山大学,2020,研一,2022-11-10,97,0,0
U000760,user_93138,同济大学,2023,大二,2023-10-04,79,0,0
U000761,user_67342,哈尔滨工业大学,2019,研二,2019-12-28,75,0,0
U000762,user_21300,天津大学,2021,大四,2022-04-26,89,0,0
U000763,user_90254,四川大学,2018,研三,2022-02-18,71,0,0
U000764,user_25655,北京大学,2023,大二,2023-11-10,60,0,0
U000765,user_31473,华中科技大学,2020,研一,2023-08-08,93,0,0
U000766,user_43980,复旦大学,2020,研一,2021-05-18,77,0,0
U000767,user_25473,同济大学,2018,研三,2022-06-04,87,0,0
U000768,user_45649,中山大学,2018,研三,2021-08-13,96,0,0
U000769,user_92251,清华大学,2021,大四,2024-03-21,92,0,0
U000770,user_57202,北京大学,2021,大四,2022-08-08,83,0,0
U000771,user_30618,浙江大学,2018,研三,2019-12-17,74,0,0
U000772,user_76692,北京大学,2018,研三,2018-10-21,75,0,0
U000773,user_16026,华中科技大学,2020,研一,2022-10-25,69,0,0
U000774,user_33456,天津大学,2018,研三,2023-05-15,74,0,0
U000775,user_52179,上海交通大学,2021,大四,2023-06-18,77,0,0
U000776,user_20208,四川大学,2020,研一,2021-05-03,92,0,0
U000777,user_98254,天津大学,2018,研三,2020-09-04,74,0,0
U000778,user_77603,北京大学,2021,大四,2022-01-20,89,0,0
U000779,user_47002,同济大学,2020,研一,2022-07-03,65,0,0
U000780,user_82494,华中科技大学,2018,研三,2022-10-21,72,0,0
U000781,user_48219,四川大学,2020,研一,2024-02-28,75,0,0
U000782,user_70807,南京大学,2022,大三,2024-01-19,72,0,0
U000783,user_81638,同济大学,2019,研二,2020-07-05,60,0,0
U000784,user_63744,北京大学,2019,研二,2022-09-14,82,0,0
U000785,user_93354,东南大学,2023,大二,2023-09-05,81,0,0
U000786,user_10191,同济大学,2023,大二,2024-03-11,79,0,0
U000787,user_23624,上海交通大学,2022,大三,2023-05-02,86,0,0
U000788,user_74491,北京大学,2019,研二,2023-08-28,77,0,0
U000789,user_22193,北京大学,2019,研二,2024-05-28,93,0,0
U000790,user_64140,哈尔滨工业大学,2020,研一,2023-03-28,65,0,0
U000791,user_86122,清华大学,2022,大三,2023-01-15,100,0,0
U000792,user_61688,清华大学,2022,大三,2024-04-04,63,0,0
U000793,user_67014,西安交通大学,2019,研二,2020-12-28,78,0,0
U000794,user_44208,东南大学,2020,研一,2022-11-14,80,0,0
U000795,user_51688,华中科技大学,2020,研一,2021-12-23,64,0,0
U000796,user_36569,复旦大学,2022,大三,2022-12-21,69,0,0
U000797,user_23848,复旦大学,2021,大四,2024-04-12,80,0,0
U000798,user_63282,清华大学,2022,大三,2023-09-02,73,0,0
U000799,user_69233,浙江大学,2021,大四,2023-02-25,67,0,0
U000800,user_21851,复旦大学,2023,大二,2024-02-03,98,0,0
U000801,user_15286,上海交通大学,2020,研一,2021-07-01,65,0,0
U000802,user_42534,南京大学,2021,大四,2021-12-10,79,0,0
U000803,user_44100,东南大学,2019,研二,2019-11-03,85,0,0
U000804,user_69270,中山大学,2023,大二,2024-06-08,75,0,0
U000805,user_22415,华中科技大学,2018,研三,2020-03-26,67,0,0
U000806,user_11567,北京大学,2019,研二,2020-05-25,72,0,0
U000807,user_62505,南京大学,2023,大二,2023-10-14,97,0,0
U000808,user_86823,浙江大学,2018,研三,2018-11-29,64,0,0
U000809,user_35919,天津大学,2023,大二,2024-04-15,68,0,0
U000810,user_22055,天津大学,2020,研一,2021-05-09,62,0,0
U000811,user_70423,北京大学,2019,研二,2022-11-19,87,0,0
U000812,user_61773,华中科技大学,2018,研三,2022-12-16,87,0,0
U000813,user_32650,南京大学,2019,研二,2020-09-18,77,0,0
U000814,user_46681,华中科技大学,2019,研二,2019-11-10,99,0,0
U000815,user_91156,四川大学,2019,研二,2023-04-18,78,0,0
U000816,user_75390,武汉大学,2022,大三,2024-01-04,63,0,0
U000817,user_21497,浙江大学,2021,大四,2022-06-09,86,0,0
U000818,user_36143,西安交通大学,2022,大三,2023-05-14,100,0,0
U000819,user_81258,同济大学,2018,研三,2022-12-15,82,0,0
U000820,user_72873,中山大学,2021,大四,2023-08-06,96,0,0
U000821,user_75849,南京大学,2021,大四,2023-03-08,71,0,0
U000822,user_13416,南京大学,2022,大三,2023-04-13,61,0,0
U000823,user_46822,北京大学,2021,大四,2023-09-03,97,0,0
U000824,user_40508,复旦大学,2018,研三,2021-06-12,75,0,0
U000825,user_44934,中山大学,2023,大二,2023-09-29,74,0,0
U000826,user_85457,东南大学,2021,大四,2023-08-28,71,0,0
U000827,user_33081,上海交通大学,2022,大三,2023-07-23,82,0,0
U000828,user_87537,北京大学,2023,大二,2024-02-28,96,0,0
U000829,user_83873,复旦大学,2022,大三,2023-03-12,91,0,0
U000830,user_81057,浙江大学,2019,研二,2022-06-01,62,0,0
U000831,user_21830,北京大学,2019,研二,2023-01-15,74,0,0
U000832,user_12612,中山大学,2021,大四,2021-09-02,81,0,0
U000833,user_90495,上海交通大学,2019,研二,2021-07-29,71,0,0
U000834,user_52413,北京大学,2018,研三,2020-04-28,97,0,0
U000835,user_28566,同济大学,2018,研三,2022-10-04,64,0,0
U000836,user_58967,哈尔滨工业大学,2023,大二,2024-03-21,97,0,0
U000837,user_23242,南京大学,2020,研一,2022-06-23,68,0,0
U000838,user_30644,哈尔滨工业大学,2021,大四,2024-05-25,80,0,0
U000839,user_32833,哈尔滨工业大学,2022,大三,2024-05-21,82,0,0
U000840,user_39260,西安交通大学,2022,大三,2023-02-27,84,0,0
U000841,user_50215,哈尔滨工业大学,2023,大二,2024-01-29,68,0,0
U000842,user_33292,哈尔滨工业大学,2018,研三,2023-01-21,96,0,0
U000843,user_14244,复旦大学,2022,大三,2023-07-23,99,0,0
U000844,user_38953,西安交通大学,2022,大三,2022-12-16,91,0,0
U000845,user_28434,南京大学,2023,大二,2023-10-10,75,0,0
U000846,user_55457,南京大学,2019,研二,2023-03-26,65,0,0
U000847,user_97821,西安交通大学,2023,大二,2024-02-19,88,0,0
U000848,user_11493,浙江大学,2019,研二,2021-01-24,64,0,0
U000849,user_55938,浙江大学,2018,研三,2018-09-06,63,0,0
U000850,user_60585,华中科技大学,2023,大二,2024-04-02,70,0,0
U000851,user_64266,华中科技大学,2021,大四,2023-08-21,94,0,0
U000852,user_59197,清华大学,2021,大四,2022-12-06,70,0,0
U000853,user_69151,清华大学,2018,研三,2021-12-21,61,0,0
U000854,user_51774,浙江大学,2018,研三,2019-07-01,81,0,0
U000855,user_32296,天津大学,2021,大四,2022-07-27,64,0,0
U000856,user_81702,天津大学,2018,研三,2022-06-16,98,0,0
U000857,user_90431,天津大学,2021,大四,2021-11-03,87,0,0
U000858,user_95673,复旦大学,2022,大三,2023-11-19,70,0,0
U000859,user_17019,清华大学,2020,研一,2021-10-26,72,0,0
U000860,user_63645,哈尔滨工业大学,2022,大三,2024-03-07,76,0,0
U000861,user_96585,浙江大学,2020,研一,2021-12-31,66,0,0
U000862,user_16505,武汉大学,2022,大三,2024-03-16,91,0,0
U000863,user_30131,北京大学,2020,研一,2020-09-08,87,0,0
U000864,user_21485,浙江大学,2023,大二,2024-05-03,72,0,0
U000865,user_22712,北京大学,2019,研二,2020-08-15,100,0,0
U000866,user_48248,清华大学,2021,大四,2022-04-25,79,0,0
U000867,user_62096,华中科技大学,2021,大四,2023-02-25,65,0,0
U000868,user_94130,中山大学,2021,大四,2022-09-14,83,0,0
U000869,user_59996,南京大学,2019,研二,2022-03-01,62,0,0
U000870,user_44510,华中科技大学,2021,大四,2023-02-22,74,0,0
U000871,user_45200,四川大学,2018,研三,2020-05-12,66,0,0
U000872,user_21233,西安交通大学,2020,研一,2023-09-14,86,0,0
U000873,user_87296,上海交通大学,2022,大三,2022-11-02,84,0,0
U000874,user_78495,武汉大学,2022,大三,2023-12-31,96,0,0
U000875,user_40886,华中科技大学,2020,研一,2021-02-09,85,0,0
U000876,user_14551,中山大学,2022,大三,2024-02-12,96,0,0
U000877,user_98805,四川大学,2019,研二,2020-05-04,88,0,0
U000878,user_32659,复旦大学,2019,研二,2024-03-13,72,0,0
U000879,user_26539,北京大学,2021,大四,2022-02-08,87,0,0
U000880,user_36465,东南大学,2023,大二,2023-11-15,98,0,0
U000881,user_43801,南京大学,2023,大二,2023-10-05,65,0,0
U000882,user_60868,中山大学,2021,大四,2023-06-30,77,0,0
U000883,user_78116,华中科技大学,2018,研三,2023-05-16,67,0,0
U000884,user_64321,复旦大学,2019,研二,2022-11-04,97,0,0
U000885,user_86372,同济大学,2018,研三,2019-11-07,96,0,0
U000886,user_23237,同济大学,2020,研一,2023-09-02,82,0,0
U000887,user_63856,浙江大学,2021,大四,2024-05-22,96,0,0
U000888,user_89817,华中科技大学,2018,研三,2020-08-06,77,0,0
U000889,user_62818,复旦大学,2022,大三,2024-05-16,85,0,0
U000890,user_15083,武汉大学,2020,研一,2021-12-31,63,0,0
U000891,user_72287,天津大学,2020,研一,2022-10-03,61,0,0
U000892,user_54284,东南大学,2020,研一,2022-05-30,77,0,0
U000893,user_74437,东南大学,2023,大二,2023-10-21,74,0,0
U000894,user_27614,浙江大学,2023,大二,2024-04-14,80,0,0
U000895,user_45313,哈尔滨工业大学,2021,大四,2022-03-02,72,0,0
U000896,user_67896,上海交通大学,2021,大四,2024-05-20,93,0,0
U000897,user_59009,东南大学,2018,研三,2024-06-11,70,0,0
U000898,user_18600,浙江大学,2023,大二,2024-05-17,85,0,0
U000899,user_27779,同济大学,2022,大三,2024-04-05,61,0,0
U000900,user_32772,上海交通大学,2019,研二,2024-05-11,63,0,0
U000901,user_42701,北京大学,2021,大四,2021-12-13,83,0,0
U000902,user_36097,浙江大学,2020,研一,2023-04-09,92,0,0
U000903,user_62028,西安交通大学,2018,研三,2019-01-04,75,0,0
U000904,user_58819,华中科技大学,2022,大三,2023-12-01,71,0,0
U000905,user_72204,四川大学,2022,大三,2023-08-25,82,0,0
U000906,user_31432,东南大学,2020,研一,2021-03-05,78,0,0
U000907,user_13597,武汉大学,2018,研三,2020-06-29,96,0,0
U000908,user_38091,东南大学,2019,研二,2023-04-18,74,0,0
U000909,user_98826,上海交通大学,2020,研一,2024-04-27,86,0,0
U000910,user_77276,北京大学,2023,大二,2023-09-05,90,0,0
U000911,user_27342,西安交通大学,2019,研二,2023-01-14,60,0,0
U000912,user_39329,浙江大学,2022,大三,2023-07-10,77,0,0
U000913,user_65549,天津大学,2021,大四,2023-08-16,89,0,0
U000914,user_43029,上海交通大学,2021,大四,2023-05-12,93,0,0
U000915,user_91737,武汉大学,2022,大三,2022-12-14,60,0,0
U000916,user_77045,西安交通大学,2020,研一,2023-10-25,98,0,0
U000917,user_89829,浙江大学,2020,研一,2021-04-10,90,0,0
U000918,user_18367,南京大学,2020,研一,2024-04-04,80,0,0
U000919,user_46291,浙江大学,2023,大二,2024-01-31,72,0,0
U000920,user_29651,中山大学,2019,研二,2019-12-26,98,0,0
U000921,user_62965,西安交通大学,2020,研一,2024-06-26,68,0,0
U000922,user_13336,西安交通大学,2021,大四,2023-04-29,76,0,0
U000923,user_64862,武汉大学,2021,大四,2021-11-12,97,0,0
U000924,user_84978,东南大学,2019,研二,2021-08-03,74,0,0
U000925,user_99957,中山大学,2023,大二,2024-05-01,82,0,0
U000926,user_76494,浙江大学,2019,研二,2024-05-18,95,0,0
U000927,user_33741,浙江大学,2018,研三,2023-12-12,68,0,0
U000928,user_43902,哈尔滨工业大学,2022,大三,2023-03-07,81,0,0
U000929,user_95778,清华大学,2019,研二,2021-08-28,74,0,0
U000930,user_50250,武汉大学,2020,研一,2022-10-02,76,0,0
U000931,user_86751,浙江大学,2021,大四,2022-04-30,90,0,0
U000932,user_17035,东南大学,2023,大二,2024-06-25,97,0,0
U000933,user_91350,清华大学,2021,大四,2022-10-04,92,0,0
U000934,user_25704,东南大学,2023,大二,2024-03-14,93,0,0
U000935,user_49106,武汉大学,2018,研三,2020-05-10,68,0,0
U000936,user_36253,南京大学,2021,大四,2024-03-26,69,0,0
U000937,user_51469,东南大学,2023,大二,2023-12-02,65,0,0
U000938,user_73908,南京大学,2023,大二,2023-11-30,80,0,0
U000939,user_93165,北京大学,2018,研三,2023-09-26,77,0,0
U000940,user_37444,同济大学,2019,研二,2022-11-24,70,0,0
U000941,user_74169,同济大学,2018,研三,2020-02-13,99,0,0
U000942,user_66847,西安交通大学,2021,大四,2023-12-06,87,0,0
U000943,user_72573,武汉大学,2018,研三,2019-02-02,94,0,0
U000944,user_36137,哈尔滨工业大学,2020,研一,2020-09-29,80,0,0
U000945,user_79603,上海交通大学,2018,研三,2018-09-17,100,0,0
U000946,user_42613,上海交通大学,2023,大二,2024-02-24,79,0,0
U000947,user_26899,清华大学,2021,大四,2024-06-27,97,0,0
U000948,user_50123,复旦大学,2018,研三,2019-03-07,79,0,0
U000949,user_48119,华中科技大学,2023,大二,2024-05-24,98,0,0
U000950,user_78697,南京大学,2021,大四,2022-06-02,81,0,0
U000951,user_74248,南京大学,2019,研二,2020-08-03,85,0,0
U000952,user_12506,上海交通大学,2019,研二,2023-09-29,68,0,0
U000953,user_37681,哈尔滨工业大学,2018,研三,2024-04-28,70,0,0
U000954,user_26143,南京大学,2023,大二,2023-09-20,84,0,0
U000955,user_93928,浙江大学,2022,大三,2024-05-31,63,0,0
U000956,user_87846,北京大学,2023,大二,2023-10-26,61,0,0
U000957,user_16322,哈尔滨工业大学,2018,研三,2023-05-05,88,0,0
U000958,user_59840,清华大学,2022,大三,2023-05-17,90,0,0
U000959,user_30070,上海交通大学,2023,大二,2023-09-05,79,0,0
U000960,user_65164,西安交通大学,2018,研三,2021-09-10,99,0,0
U000961,user_89381,哈尔滨工业大学,2019,研二,2022-01-05,66,0,0
U000962,user_77054,哈尔滨工业大学,2022,大三,2022-12-30,78,0,0
U000963,user_24943,同济大学,2018,研三,2024-03-31,72,0,0
U000964,user_89823,上海交通大学,2020,研一,2023-08-08,72,0,0
U000965,user_56913,哈尔滨工业大学,2021,大四,2023-04-28,70,0,0
U000966,user_15164,中山大学,2021,大四,2022-10-31,90,0,0
U000967,user_53332,上海交通大学,2018,研三,2018-10-23,65,0,0
U000968,user_24474,东南大学,2022,大三,2024-01-19,69,0,0
U000969,user_21807,同济大学,2022,大三,2022-11-16,66,0,0
U000970,user_43540,西安交通大学,2019,研二,2022-03-24,78,0,0
U000971,user_44619,华中科技大学,2018,研三,2019-10-14,71,0,0
U000972,user_15170,东南大学,2020,研一,2022-09-08,80,0,0
U000973,user_65836,哈尔滨工业大学,2018,研三,2019-09-25,62,0,0
U000974,user_11267,东南大学,2019,研二,2023-05-21,70,0,0
U000975,user_53078,南京大学,2021,大四,2023-03-04,65,0,0
U000976,user_58840,东南大学,2020,研一,2021-09-10,67,0,0
U000977,user_62530,武汉大学,2021,大四,2023-03-11,84,0,0
U000978,user_72684,同济大学,2021,大四,2022-08-08,67,0,0
U000979,user_27368,哈尔滨工业大学,2023,大二,2023-10-01,70,0,0
U000980,user_23593,武汉大学,2022,大三,2024-01-08,96,0,0
U000981,user_98918,华中科技大学,2019,研二,2023-02-03,84,0,0
U000982,user_57002,四川大学,2018,研三,2020-02-18,90,0,0
U000983,user_73979,清华大学,2021,大四,2024-02-20,62,0,0
U000984,user_18301,浙江大学,2023,大二,2024-02-08,60,0,0
U000985,user_98857,中山大学,2023,大二,2024-06-22,96,0,0
U000986,user_39358,西安交通大学,2020,研一,2023-07-31,93,0,0
U000987,user_91033,清华大学,2021,大四,2023-01-23,90,0,0
U000988,user_55318,西安交通大学,2023,大二,2024-03-16,69,0,0
U000989,user_83183,天津大学,2022,大三,2022-10-26,60,0,0
U000990,user_94331,天津大学,2019,研二,2022-07-02,90,0,0
U000991,user_74990,东南大学,2019,研二,2020-02-01,91,0,0
U000992,user_52026,上海交通大学,2020,研一,2022-03-24,63,0,0
U000993,user_76444,上海交通大学,2022,大三,2024-06-20,84,0,0
U000994,user_62858,东南大学,2019,研二,2020-02-09,89,0,0
U000995,user_68220,同济大学,2022,大三,2023-12-03,65,0,0
U000996,user_75333,华中科技大学,2020,研一,2021-05-02,91,0,0
U000997,user_95638,北京大学,2018,研三,2023-03-11,86,0,0
U000998,user_14696,中山大学,2022,大三,2022-09-01,65,0,0
U000999,user_89194,四川大学,2023,大二,2024-02-03,92,0,0
U001000,user_83706,上海交通大学,2023,大二,2024-04-21,81,0,0
U001001,user_57624,东南大学,2018,研三,2021-03-02,89,0,0
U001002,user_53512,中山大学,2022,大三,2024-05-07,90,0,0
U001003,user_96136,南京大学,2023,大二,2024-04-19,67,0,0
U001004,user_22771,同济大学,2023,大二,2023-12-23,60,0,0
U001005,user_54742,南京大学,2023,大二,2024-01-28,95,0,0
U001006,user_78417,南京大学,2023,大二,2023-10-25,62,0,0
U001007,user_31516,华中科技大学,2019,研二,2024-04-10,86,0,0
U001008,user_24019,浙江大学,2022,大三,2023-03-20,72,0,0
U001009,user_25826,天津大学,2021,大四,2022-11-16,89,0,0
U001010,user_34979,哈尔滨工业大学,2020,研一,2021-04-09,86,0,0
U001011,user_16094,天津大学,2023,大二,2024-06-28,67,0,0
U001012,user_69048,华中科技大学,2023,大二,2024-06-28,92,0,0
U001013,user_27647,华中科技大学,2018,研三,2019-03-18,95,0,0
U001014,user_66729,东南大学,2022,大三,2024-01-08,92,0,0
U001015,user_33226,哈尔滨工业大学,2022,大三,2023-02-25,68,0,0
U001016,user_23573,武汉大学,2023,大二,2024-02-12,92,0,0
U001017,user_60418,武汉大学,2022,大三,2023-05-13,77,0,0
U001018,user_62149,南京大学,2020,研一,2023-03-17,68,0,0
U001019,user_28111,武汉大学,2022,大三,2024-02-07,79,0,0
U001020,user_81802,东南大学,2020,研一,2023-10-09,100,0,0
U001021,user_38487,上海交通大学,2019,研二,2023-03-02,78,0,0
U001022,user_99995,南京大学,2023,大二,2023-11-07,71,0,0
U001023,user_76046,中山大学,2023,大二,2024-02-13,67,0,0
U001024,user_56168,中山大学,2021,大四,2024-01-03,94,0,0
U001025,user_47477,天津大学,2021,大四,2021-09-27,93,0,0
U001026,user_23955,北京大学,2021,大四,2022-06-25,63,0,0
U001027,user_97851,北京大学,2019,研二,2021-02-28,70,0,0
U001028,user_47567,西安交通大学,2020,研一,2021-06-27,63,0,0
U001029,user_48684,上海交通大学,2022,大三,2022-10-04,82,0,0
U001030,user_69322,清华大学,2022,大三,2024-03-29,74,0,0
U001031,user_94819,中山大学,2021,大四,2022-12-31,92,0,0
U001032,user_47701,哈尔滨工业大学,2023,大二,2023-09-25,84,0,0
U001033,user_60797,武汉大学,2023,大二,2024-02-08,95,0,0
U001034,user_17051,北京大学,2023,大二,2024-01-07,72,0,0
U001035,user_91338,东南大学,2021,大四,2022-12-06,100,0,0
U001036,user_94886,南京大学,2022,大三,2024-03-13,98,0,0
U001037,user_35751,同济大学,2023,大二,2023-12-09,78,0,0
U001038,user_68827,复旦大学,2023,大二,2023-10-09,71,0,0
U001039,user_32779,哈尔滨工业大学,2022,大三,2023-01-01,84,0,0
U001040,user_15326,武汉大学,2020,研一,2023-10-15,76,0,0
U001041,user_27048,复旦大学,2022,大三,2023-05-20,60,0,0
U001042,user_53327,华中科技大学,2023,大二,2023-11-19,62,0,0
U001043,user_30146,天津大学,2020,研一,2024-01-06,63,0,0
U001044,user_91968,四川大学,2023,大二,2024-02-02,91,0,0
U001045,user_85061,中山大学,2020,研一,2021-01-28,80,0,0
U001046,user_78864,上海交通大学,2019,研二,2022-08-02,64,0,0
U001047,user_76209,复旦大学,2021,大四,2023-12-06,65,0,0
U001048,user_55796,上海交通大学,2019,研二,2023-05-21,81,0,0
U001049,user_53393,南京大学,2020,研一,2021-11-22,99,0,0
U001050,user_79533,华中科技大学,2022,大三,2024-06-26,60,0,0
U001051,user_25036,西安交通大学,2020,研一,2023-03-02,75,0,0
U001052,user_94182,四川大学,2022,大三,2023-05-08,62,0,0
U001053,user_99463,天津大学,2020,研一,2022-10-22,67,0,0
U001054,user_60577,浙江大学,2022,大三,2023-06-17,61,0,0
U001055,user_77746,东南大学,2020,研一,2023-07-21,92,0,0
U001056,user_68400,华中科技大学,2018,研三,2021-12-28,72,0,0
U001057,user_51984,中山大学,2018,研三,2019-09-29,70,0,0
U001058,user_80513,中山大学,2018,研三,2019-05-27,73,0,0
U001059,user_97862,西安交通大学,2019,研二,2023-07-05,87,0,0
U001060,user_23621,上海交通大学,2022,大三,2023-11-20,64,0,0
U001061,user_99921,复旦大学,2018,研三,2023-10-25,81,0,0
U001062,user_14965,清华大学,2018,研三,2019-04-11,71,0,0
U001063,user_43018,中山大学,2018,研三,2021-03-21,76,0,0
U001064,user_63429,武汉大学,2021,大四,2023-12-08,87,0,0
U001065,user_51471,北京大学,2021,大四,2022-05-01,94,0,0
U001066,user_10773,西安交通大学,2023,大二,2023-10-03,97,0,0
U001067,user_15965,哈尔滨工业大学,2018,研三,2022-09-05,92,0,0
U001068,user_23911,浙江大学,2023,大二,2024-02-02,98,0,0
U001069,user_21338,浙江大学,2021,大四,2023-10-22,85,0,0
U001070,user_96602,北京大学,2021,大四,2022-07-18,94,0,0
U001071,user_38818,复旦大学,2023,大二,2024-03-19,94,0,0
U001072,user_48663,西安交通大学,2019,研二,2021-05-03,83,0,0
U001073,user_11461,中山大学,2022,大三,2023-01-23,67,0,0
U001074,user_15475,北京大学,2022,大三,2024-05-03,85,0,0
U001075,user_80405,中山大学,2018,研三,2022-01-31,73,0,0
U001076,user_55069,上海交通大学,2021,大四,2022-06-19,70,0,0
U001077,user_34116,上海交通大学,2022,大三,2023-05-17,72,0,0
U001078,user_25023,复旦大学,2023,大二,2024-06-17,63,0,0
U001079,user_81939,华中科技大学,2023,大二,2024-06-08,64,0,0
U001080,user_48096,西安交通大学,2018,研三,2021-06-23,66,0,0
U001081,user_35875,哈尔滨工业大学,2022,大三,2024-01-12,81,0,0
U001082,user_56810,复旦大学,2023,大二,2023-12-30,66,0,0
U001083,user_47373,四川大学,2018,研三,2020-11-01,80,0,0
U001084,user_73682,华中科技大学,2020,研一,2024-02-15,79,0,0
U001085,user_86568,复旦大学,2022,大三,2024-04-03,83,0,0
U001086,user_51462,武汉大学,2019,研二,2019-09-10,80,0,0
U001087,user_42266,同济大学,2019,研二,2023-08-29,87,0,0
U001088,user_46264,东南大学,2020,研一,2021-06-03,81,0,0
U001089,user_72908,华中科技大学,2021,大四,2023-09-05,79,0,0
U001090,user_73828,中山大学,2018,研三,2020-08-20,98,0,0
U001091,user_20744,东南大学,2020,研一,2021-06-14,94,0,0
U001092,user_35746,浙江大学,2023,大二,2023-10-10,64,0,0
U001093,user_12441,东南大学,2022,大三,2024-06-08,61,0,0
U001094,user_86269,四川大学,2021,大四,2022-11-10,62,0,0
U001095,user_82298,浙江大学,2022,大三,2024-03-06,90,0,0
U001096,user_95709,同济大学,2019,研二,2021-09-19,85,0,0
U001097,user_39269,天津大学,2022,大三,2023-06-25,68,0,0
U001098,user_70909,中山大学,2022,大三,2022-12-02,85,0,0
U001099,user_57692,中山大学,2018,研三,2021-05-06,99,0,0
U001100,user_99674,复旦大学,2022,大三,2023-01-22,88,0,0
U001101,user_30869,复旦大学,2022,大三,2024-04-02,69,0,0
U001102,user_73373,南京大学,2018,研三,2021-02-13,91,0,0
U001103,user_40375,清华大学,2020,研一,2022-09-27,74,0,0
U001104,user_15610,西安交通大学,2019,研二,2022-07-27,83,0,0
U001105,user_60868,华中科技大学,2021,大四,2021-12-05,62,0,0
U001106,user_95003,南京大学,2018,研三,2021-09-25,76,0,0
U001107,user_85842,中山大学,2022,大三,2023-02-26,84,0,0
U001108,user_95678,武汉大学,2020,研一,2023-12-18,64,0,0
U001109,user_77720,浙江大学,2021,大四,2022-12-01,93,0,0
U001110,user_63194,南京大学,2020,研一,2023-05-26,90,0,0
U001111,user_89195,北京大学,2022,大三,2023-01-21,88,0,0
U001112,user_31706,上海交通大学,2018,研三,2024-06-08,77,0,0
U001113,user_37723,复旦大学,2019,研二,2020-07-19,83,0,0
U001114,user_88908,哈尔滨工业大学,2018,研三,2021-04-01,86,0,0
U001115,user_53283,哈尔滨工业大学,2018,研三,2024-01-25,90,0,0
U001116,user_72786,上海交通大学,2022,大三,2023-02-13,86,0,0
U001117,user_12942,上海交通大学,2018,研三,2020-02-06,96,0,0
U001118,user_87640,复旦大学,2019,研二,2023-03-13,92,0,0
U001119,user_15136,天津大学,2022,大三,2023-01-29,63,0,0
U001120,user_31802,浙江大学,2019,研二,2022-07-25,85,0,0
U001121,user_88558,四川大学,2023,大二,2023-09-10,78,0,0
U001122,user_21239,上海交通大学,2021,大四,2024-04-23,90,0,0
U001123,user_32356,上海交通大学,2021,大四,2022-06-20,97,0,0
U001124,user_33839,四川大学,2023,大二,2024-05-19,76,0,0
U001125,user_31983,哈尔滨工业大学,2023,大二,2024-02-23,89,0,0
U001126,user_88188,四川大学,2018,研三,2021-03-30,84,0,0
U001127,user_60523,复旦大学,2018,研三,2018-11-07,72,0,0
U001128,user_78512,东南大学,2022,大三,2023-11-04,69,0,0
U001129,user_89365,清华大学,2019,研二,2022-05-02,99,0,0
U001130,user_88618,北京大学,2022,大三,2024-01-29,67,0,0
U001131,user_22214,华中科技大学,2023,大二,2023-11-06,98,0,0
U001132,user_80685,东南大学,2018,研三,2023-07-04,93,0,0
U001133,user_65139,南京大学,2018,研三,2023-06-24,74,0,0
U001134,user_73192,同济大学,2021,大四,2023-08-19,97,0,0
U001135,user_85513,清华大学,2021,大四,2022-06-02,76,0,0
U001136,user_72539,同济大学,2019,研二,2024-06-25,65,0,0
U001137,user_47128,四川大学,2022,大三,2023-10-24,76,0,0
