product_id,title,category,subcategory,brand,condition,condition_score,original_price,selling_price,usage_months,seller_id,publish_date,status,views,favorites,description
P001813,其他 电子琴 8成新,乐器,电子琴,其他,8成新,7.0,354,170,32,U000237,2023-03-20,在售,78,17,8成新电子琴，使用32个月，保养良好
P001814,杂牌 鞋子 6成新,服饰鞋包,鞋子,杂牌,6成新,5.0,93,30,15,U001415,2021-04-07,已售出,323,0,6成新鞋子，使用15个月，保养良好
P001815,Sony 耳机 全新,电子产品,耳机,Sony,全新,10.0,1336,1620,11,U002018,2024-03-24,已售出,324,29,全新耳机，使用11个月，保养良好
P001816,其他 跑步机 99新,运动器材,跑步机,其他,99新,9.5,210,180,47,U002326,2022-12-27,已下架,403,16,99新跑步机，使用47个月，保养良好
P001817,其他 电子琴 全新,乐器,电子琴,其他,全新,10.0,150,150,43,U000046,2024-05-23,在售,478,116,全新电子琴，使用43个月，保养良好
P001818,杂牌 尤克里里 6成新,乐器,尤克里里,杂牌,6成新,5.0,371,110,24,U002297,2021-07-12,已售出,432,6,6成新尤克里里，使用24个月，保养良好
P001819,杂牌 鞋子 99新,服饰鞋包,鞋子,杂牌,99新,9.5,392,330,47,U001929,2023-12-25,已售出,372,99,99新鞋子，使用47个月，保养良好
P001820,无品牌 书桌 8成新,家具,书桌,无品牌,8成新,7.0,735,360,38,U000425,2021-03-01,在售,354,16,8成新书桌，使用38个月，保养良好
P001821,无品牌 课外读物 全新,图书教材,课外读物,无品牌,全新,10.0,185,180,3,U001321,2021-07-23,已售出,52,3,全新课外读物，使用3个月，保养良好
P001822,其他 帽子 8成新,服饰鞋包,帽子,其他,8成新,7.0,340,180,10,U001365,2024-02-20,已售出,211,40,8成新帽子，使用10个月，保养良好
P001823,其他 羽毛球拍 7成新,运动器材,羽毛球拍,其他,7成新,6.0,189,70,24,U002868,2021-11-14,在售,201,40,7成新羽毛球拍，使用24个月，保养良好
P001824,无品牌 床上用品 全新,生活用品,床上用品,无品牌,全新,10.0,316,280,45,U002181,2024-05-26,已售出,53,6,全新床上用品，使用45个月，保养良好
P001825,无品牌 跑步机 8成新,运动器材,跑步机,无品牌,8成新,7.0,59,30,10,U000238,2021-10-28,在售,363,75,8成新跑步机，使用10个月，保养良好
P001826,其他 专业书籍 9成新,图书教材,专业书籍,其他,9成新,8.0,312,190,2,U002200,2022-03-27,已下架,490,20,9成新专业书籍，使用2个月，保养良好
P001827,其他 收纳箱 99新,生活用品,收纳箱,其他,99新,9.5,134,100,5,U001070,2024-05-18,已售出,111,15,99新收纳箱，使用5个月，保养良好
P001828,无品牌 床上用品 全新,生活用品,床上用品,无品牌,全新,10.0,106,90,11,U002219,2021-10-30,已售出,15,1,全新床上用品，使用11个月，保养良好
P001829,杂牌 键盘鼠标 6成新,电子产品,键盘鼠标,杂牌,6成新,5.0,252,80,30,U001978,2020-12-04,在售,225,61,6成新键盘鼠标，使用30个月，保养良好
P001830,迪卡侬 自行车 99新,运动器材,自行车,迪卡侬,99新,9.5,1888,1590,10,U002473,2022-10-05,在售,257,53,99新自行车，使用10个月，保养良好
P001831,其他 口琴 6成新,乐器,口琴,其他,6成新,5.0,83,30,12,U000385,2023-06-19,在售,31,4,6成新口琴，使用12个月，保养良好
P001832,其他 围巾 9成新,服饰鞋包,围巾,其他,9成新,8.0,337,200,20,U000422,2023-06-24,已售出,426,56,9成新围巾，使用20个月，保养良好
P001833,其他 台式机 99新,电子产品,台式机,其他,99新,9.5,5171,4700,42,U001346,2022-11-30,已售出,324,54,99新台式机，使用42个月，保养良好
P001834,无品牌 羽毛球拍 8成新,运动器材,羽毛球拍,无品牌,8成新,7.0,363,170,3,U001323,2021-12-17,在售,208,32,8成新羽毛球拍，使用3个月，保养良好
P001835,无品牌 床垫 8成新,家具,床垫,无品牌,8成新,7.0,418,220,32,U002643,2020-10-02,已售出,162,8,8成新床垫，使用32个月，保养良好
P001836,其他 小家电 全新,生活用品,小家电,其他,全新,10.0,411,430,29,U002797,2020-12-18,在售,292,8,全新小家电，使用29个月，保养良好
P001837,其他 电子琴 8成新,乐器,电子琴,其他,8成新,7.0,101,50,35,U000583,2023-12-01,已售出,247,1,8成新电子琴，使用35个月，保养良好
P001838,无品牌 羽毛球拍 全新,运动器材,羽毛球拍,无品牌,全新,10.0,220,230,5,U002451,2022-01-23,已售出,383,35,全新羽毛球拍，使用5个月，保养良好
P001839,无品牌 书架 9成新,家具,书架,无品牌,9成新,8.0,457,270,12,U000464,2023-01-16,在售,291,90,9成新书架，使用12个月，保养良好
P001840,杂牌 帽子 6成新,服饰鞋包,帽子,杂牌,6成新,5.0,191,60,10,U002472,2021-12-19,已售出,405,94,6成新帽子，使用10个月，保养良好
P001841,其他 鞋子 6成新,服饰鞋包,鞋子,其他,6成新,5.0,202,60,40,U002617,2021-02-17,在售,219,46,6成新鞋子，使用40个月，保养良好
P001842,杂牌 篮球 6成新,运动器材,篮球,杂牌,6成新,5.0,93,30,22,U001040,2022-10-13,已售出,405,88,6成新篮球，使用22个月，保养良好
P001843,小米 手机 7成新,电子产品,手机,小米,7成新,6.0,2667,1030,6,U000617,2023-09-18,已售出,106,5,7成新手机，使用6个月，保养良好
P001844,杂牌 背包 8成新,服饰鞋包,背包,杂牌,8成新,7.0,375,190,31,U002320,2023-11-29,在售,487,56,8成新背包，使用31个月，保养良好
P001845,其他 小家电 9成新,生活用品,小家电,其他,9成新,8.0,101,70,32,U000334,2023-05-24,在售,108,2,9成新小家电，使用32个月，保养良好
P001846,其他 收纳箱 9成新,生活用品,收纳箱,其他,9成新,8.0,79,60,20,U000302,2021-05-24,已售出,475,97,9成新收纳箱，使用20个月，保养良好
P001847,无品牌 音箱 9成新,电子产品,音箱,无品牌,9成新,8.0,179,120,15,U002600,2024-03-16,已售出,116,15,9成新音箱，使用15个月，保养良好
P001848,其他 跑步机 95新,运动器材,跑步机,其他,95新,9.0,109,90,30,U001654,2023-03-26,已下架,453,111,95新跑步机，使用30个月，保养良好
P001849,无品牌 书桌 9成新,家具,书桌,无品牌,9成新,8.0,486,300,21,U002688,2023-12-17,已下架,356,81,9成新书桌，使用21个月，保养良好
P001850,无品牌 尤克里里 7成新,乐器,尤克里里,无品牌,7成新,6.0,440,180,16,U000183,2021-12-11,已售出,100,16,7成新尤克里里，使用16个月，保养良好
P001851,杂牌 裤子 7成新,服饰鞋包,裤子,杂牌,7成新,6.0,474,200,29,U001366,2023-06-21,已售出,454,87,7成新裤子，使用29个月，保养良好
P001852,vivo 手机 8成新,电子产品,手机,vivo,8成新,7.0,4301,2320,3,U002403,2022-05-15,已下架,381,55,8成新手机，使用3个月，保养良好
P001853,其他 书桌 全新,家具,书桌,其他,全新,10.0,552,510,22,U001186,2021-07-30,已下架,36,7,全新书桌，使用22个月，保养良好
P001854,其他 裤子 95新,服饰鞋包,裤子,其他,95新,9.0,468,360,20,U001956,2022-12-26,在售,63,3,95新裤子，使用20个月，保养良好
P001855,其他 智能手表 9成新,电子产品,智能手表,其他,9成新,8.0,250,160,29,U001483,2022-04-17,已售出,224,43,9成新智能手表，使用29个月，保养良好
P001856,其他 篮球 8成新,运动器材,篮球,其他,8成新,7.0,454,220,11,U001587,2023-11-25,已售出,161,32,8成新篮球，使用11个月，保养良好
P001857,其他 床上用品 全新,生活用品,床上用品,其他,全新,10.0,438,390,1,U002494,2023-07-07,已售出,499,97,全新床上用品，使用1个月，保养良好
P001858,杂牌 裤子 7成新,服饰鞋包,裤子,杂牌,7成新,6.0,263,90,28,U001553,2023-12-23,在售,482,104,7成新裤子，使用28个月，保养良好
P001859,其他 台式机 99新,电子产品,台式机,其他,99新,9.5,9630,8040,36,U001952,2020-11-09,已下架,462,112,99新台式机，使用36个月，保养良好
P001860,其他 跑步机 95新,运动器材,跑步机,其他,95新,9.0,289,200,42,U000841,2023-11-11,已售出,83,12,95新跑步机，使用42个月，保养良好
P001861,杂牌 专业书籍 8成新,图书教材,专业书籍,杂牌,8成新,7.0,144,80,8,U000286,2024-06-04,在售,38,7,8成新专业书籍，使用8个月，保养良好
P001862,杂牌 椅子 全新,家具,椅子,杂牌,全新,10.0,116,110,27,U000707,2021-09-19,在售,218,69,全新椅子，使用27个月，保养良好
P001863,杂牌 尤克里里 99新,乐器,尤克里里,杂牌,99新,9.5,133,110,44,U000991,2020-12-16,在售,120,39,99新尤克里里，使用44个月，保养良好
P001864,杂牌 鞋子 95新,服饰鞋包,鞋子,杂牌,95新,9.0,244,170,26,U002902,2020-10-27,已售出,299,33,95新鞋子，使用26个月，保养良好
P001865,其他 尤克里里 全新,乐器,尤克里里,其他,全新,10.0,254,250,42,U000535,2021-09-26,已售出,234,68,全新尤克里里，使用42个月，保养良好
P001866,无品牌 羽毛球拍 8成新,运动器材,羽毛球拍,无品牌,8成新,7.0,206,90,33,U001408,2022-01-10,已下架,376,106,8成新羽毛球拍，使用33个月，保养良好
P001867,一加 手机 6成新,电子产品,手机,一加,6成新,5.0,4170,1190,36,U001378,2022-04-12,已下架,409,87,6成新手机，使用36个月，保养良好
P001868,无品牌 教材 8成新,图书教材,教材,无品牌,8成新,7.0,22,10,6,U001434,2022-05-30,在售,281,0,8成新教材，使用6个月，保养良好
P001869,杂牌 台灯 9成新,生活用品,台灯,杂牌,9成新,8.0,107,80,24,U001365,2020-11-01,已下架,295,54,9成新台灯，使用24个月，保养良好
P001870,其他 围巾 9成新,服饰鞋包,围巾,其他,9成新,8.0,328,210,44,U000740,2020-11-26,已售出,379,75,9成新围巾，使用44个月，保养良好
P001871,无品牌 考研资料 99新,图书教材,考研资料,无品牌,99新,9.5,88,80,1,U000382,2024-02-25,已售出,296,51,99新考研资料，使用1个月，保养良好
P001872,其他 篮球 6成新,运动器材,篮球,其他,6成新,5.0,345,110,35,U001934,2023-11-03,已下架,91,29,6成新篮球，使用35个月，保养良好
P001873,无品牌 帽子 6成新,服饰鞋包,帽子,无品牌,6成新,5.0,458,140,17,U000646,2022-05-28,已售出,418,104,6成新帽子，使用17个月，保养良好
P001874,无品牌 小说 9成新,图书教材,小说,无品牌,9成新,8.0,391,260,5,U001231,2021-04-24,已售出,14,1,9成新小说，使用5个月，保养良好
P001875,无品牌 课外读物 8成新,图书教材,课外读物,无品牌,8成新,7.0,335,170,8,U000019,2020-10-10,已售出,50,1,8成新课外读物，使用8个月，保养良好
P001876,杂牌 小说 95新,图书教材,小说,杂牌,95新,9.0,223,170,3,U000087,2021-06-29,在售,384,0,95新小说，使用3个月，保养良好
P001877,杂牌 智能手表 95新,电子产品,智能手表,杂牌,95新,9.0,237,190,5,U001632,2022-03-19,已下架,327,17,95新智能手表，使用5个月，保养良好
P001878,雅马哈 吉他 6成新,乐器,吉他,雅马哈,6成新,5.0,2704,800,9,U001911,2022-06-17,在售,409,25,6成新吉他，使用9个月，保养良好
P001879,杂牌 台灯 7成新,生活用品,台灯,杂牌,7成新,6.0,176,70,18,U000700,2020-12-14,已售出,454,101,7成新台灯，使用18个月，保养良好
P001880,其他 智能手表 6成新,电子产品,智能手表,其他,6成新,5.0,224,60,35,U000773,2021-10-19,在售,303,47,6成新智能手表，使用35个月，保养良好
P001881,无品牌 帽子 99新,服饰鞋包,帽子,无品牌,99新,9.5,402,350,26,U002191,2024-04-12,在售,228,6,99新帽子，使用26个月，保养良好
P001882,杂牌 书桌 95新,家具,书桌,杂牌,95新,9.0,656,540,10,U000939,2021-06-03,已售出,258,9,95新书桌，使用10个月，保养良好
P001883,其他 洗漱用品 8成新,生活用品,洗漱用品,其他,8成新,7.0,225,110,7,U002544,2024-03-22,已下架,13,0,8成新洗漱用品，使用7个月，保养良好
P001884,其他 电吹风 全新,生活用品,电吹风,其他,全新,10.0,194,180,39,U001980,2024-06-02,在售,24,2,全新电吹风，使用39个月，保养良好
P001885,其他 电吹风 99新,生活用品,电吹风,其他,99新,9.5,61,50,36,U000634,2023-10-01,已售出,74,7,99新电吹风，使用36个月，保养良好
P001886,无品牌 工具书 8成新,图书教材,工具书,无品牌,8成新,7.0,280,150,5,U002357,2024-04-18,已售出,396,122,8成新工具书，使用5个月，保养良好
P001887,其他 背包 99新,服饰鞋包,背包,其他,99新,9.5,353,320,22,U002194,2024-03-17,已售出,478,82,99新背包，使用22个月，保养良好
P001888,无品牌 书桌 9成新,家具,书桌,无品牌,9成新,8.0,416,290,42,U001818,2021-02-18,已售出,317,21,9成新书桌，使用42个月，保养良好
P001889,杂牌 智能手表 6成新,电子产品,智能手表,杂牌,6成新,5.0,285,80,8,U001269,2021-09-11,已售出,297,59,6成新智能手表，使用8个月，保养良好
P001890,其他 椅子 9成新,家具,椅子,其他,9成新,8.0,131,80,23,U002463,2021-02-11,已售出,364,8,9成新椅子，使用23个月，保养良好
P001891,其他 英语学习 8成新,图书教材,英语学习,其他,8成新,7.0,455,250,12,U001842,2021-12-27,已售出,372,101,8成新英语学习，使用12个月，保养良好
P001892,无品牌 跑步机 6成新,运动器材,跑步机,无品牌,6成新,5.0,182,50,41,U001253,2021-10-10,已售出,450,77,6成新跑步机，使用41个月，保养良好
P001893,其他 帽子 9成新,服饰鞋包,帽子,其他,9成新,8.0,134,90,25,U001483,2023-05-04,在售,182,57,9成新帽子，使用25个月，保养良好
P001894,其他 滑板 6成新,运动器材,滑板,其他,6成新,5.0,207,60,34,U002771,2024-04-19,在售,437,40,6成新滑板，使用34个月，保养良好
P001895,无品牌 围巾 6成新,服饰鞋包,围巾,无品牌,6成新,5.0,462,130,35,U002652,2020-10-09,已售出,74,9,6成新围巾，使用35个月，保养良好
P001896,杂牌 哑铃 全新,运动器材,哑铃,杂牌,全新,10.0,370,320,4,U002325,2022-04-11,在售,317,8,全新哑铃，使用4个月，保养良好
P001897,杂牌 瑜伽垫 9成新,运动器材,瑜伽垫,杂牌,9成新,8.0,166,110,9,U001180,2021-08-10,已售出,205,17,9成新瑜伽垫，使用9个月，保养良好
P001898,杂牌 英语学习 8成新,图书教材,英语学习,杂牌,8成新,7.0,128,70,4,U001690,2024-01-11,已售出,37,9,8成新英语学习，使用4个月，保养良好
P001899,其他 书桌 95新,家具,书桌,其他,95新,9.0,260,210,44,U001361,2021-07-01,已下架,133,6,95新书桌，使用44个月，保养良好
P001900,卡马 吉他 99新,乐器,吉他,卡马,99新,9.5,1993,1660,5,U001060,2023-06-04,已售出,225,73,99新吉他，使用5个月，保养良好
P001901,无品牌 书桌 7成新,家具,书桌,无品牌,7成新,6.0,267,110,9,U002501,2021-12-01,已售出,178,39,7成新书桌，使用9个月，保养良好
P001902,杂牌 T恤 9成新,服饰鞋包,T恤,杂牌,9成新,8.0,460,290,11,U002357,2023-09-09,已售出,437,82,9成新T恤，使用11个月，保养良好
P001903,其他 帽子 9成新,服饰鞋包,帽子,其他,9成新,8.0,405,260,31,U000338,2022-08-24,已售出,451,5,9成新帽子，使用31个月，保养良好
P001904,无品牌 椅子 9成新,家具,椅子,无品牌,9成新,8.0,443,310,48,U001234,2023-04-11,已售出,216,41,9成新椅子，使用48个月，保养良好
P001905,OPPO 手机 99新,电子产品,手机,OPPO,99新,9.5,6957,5990,37,U000156,2024-03-26,在售,231,38,99新手机，使用37个月，保养良好
P001906,杂牌 衣柜 全新,家具,衣柜,杂牌,全新,10.0,492,500,20,U001234,2021-06-26,已下架,267,62,全新衣柜，使用20个月，保养良好
P001907,其他 课外读物 7成新,图书教材,课外读物,其他,7成新,6.0,216,80,11,U000216,2022-04-05,在售,338,31,7成新课外读物，使用11个月，保养良好
P001908,其他 移动电源 9成新,电子产品,移动电源,其他,9成新,8.0,356,210,46,U000251,2023-02-04,已下架,496,93,9成新移动电源，使用46个月，保养良好
P001909,其他 书架 99新,家具,书架,其他,99新,9.5,368,290,15,U002802,2023-11-21,已售出,310,2,99新书架，使用15个月，保养良好
P001910,无品牌 床上用品 7成新,生活用品,床上用品,无品牌,7成新,6.0,448,190,12,U002822,2022-08-12,在售,272,60,7成新床上用品，使用12个月，保养良好
P001911,无品牌 T恤 95新,服饰鞋包,T恤,无品牌,95新,9.0,283,200,33,U000404,2021-11-28,已售出,20,3,95新T恤，使用33个月，保养良好
P001912,杂牌 英语学习 99新,图书教材,英语学习,杂牌,99新,9.5,372,340,11,U000853,2020-12-13,在售,127,27,99新英语学习，使用11个月，保养良好
P001913,无品牌 电吹风 99新,生活用品,电吹风,无品牌,99新,9.5,125,110,17,U000089,2024-03-21,已售出,107,29,99新电吹风，使用17个月，保养良好
P001914,无品牌 教材 99新,图书教材,教材,无品牌,99新,9.5,108,80,2,U001638,2020-12-08,在售,137,8,99新教材，使用2个月，保养良好
P001915,无品牌 电吹风 9成新,生活用品,电吹风,无品牌,9成新,8.0,231,140,23,U001329,2023-08-31,已下架,37,12,9成新电吹风，使用23个月，保养良好
P001916,其他 背包 7成新,服饰鞋包,背包,其他,7成新,6.0,76,30,10,U002653,2024-06-14,已售出,494,87,7成新背包，使用10个月，保养良好
P001917,无品牌 羽毛球拍 全新,运动器材,羽毛球拍,无品牌,全新,10.0,353,340,24,U001525,2021-02-27,在售,174,14,全新羽毛球拍，使用24个月，保养良好
P001918,无品牌 裤子 9成新,服饰鞋包,裤子,无品牌,9成新,8.0,444,290,38,U000374,2022-01-24,已售出,472,5,9成新裤子，使用38个月，保养良好
P001919,其他 洗漱用品 99新,生活用品,洗漱用品,其他,99新,9.5,423,370,40,U001041,2021-01-19,已下架,66,10,99新洗漱用品，使用40个月，保养良好
P001920,杂牌 口琴 95新,乐器,口琴,杂牌,95新,9.0,304,250,26,U001771,2021-12-17,在售,500,131,95新口琴，使用26个月，保养良好
P001921,杂牌 尤克里里 9成新,乐器,尤克里里,杂牌,9成新,8.0,175,100,28,U000493,2022-12-20,在售,442,19,9成新尤克里里，使用28个月，保养良好
P001922,其他 架子鼓 95新,乐器,架子鼓,其他,95新,9.0,416,310,21,U000539,2020-09-19,在售,244,55,95新架子鼓，使用21个月，保养良好
P001923,无品牌 音箱 95新,电子产品,音箱,无品牌,95新,9.0,128,90,39,U002304,2024-05-13,已售出,266,45,95新音箱，使用39个月，保养良好
P001924,其他 口琴 9成新,乐器,口琴,其他,9成新,8.0,285,200,20,U000778,2021-11-16,已售出,22,0,9成新口琴，使用20个月，保养良好
P001925,无品牌 架子鼓 全新,乐器,架子鼓,无品牌,全新,10.0,72,60,19,U001711,2021-03-16,在售,385,55,全新架子鼓，使用19个月，保养良好
P001926,杂牌 鞋子 6成新,服饰鞋包,鞋子,杂牌,6成新,5.0,312,90,36,U000403,2023-09-07,已售出,29,4,6成新鞋子，使用36个月，保养良好
P001927,其他 衣柜 全新,家具,衣柜,其他,全新,10.0,247,260,36,U002143,2021-04-22,已售出,270,60,全新衣柜，使用36个月，保养良好
P001928,其他 架子鼓 95新,乐器,架子鼓,其他,95新,9.0,95,70,44,U001447,2023-01-10,在售,189,4,95新架子鼓，使用44个月，保养良好
P001929,杂牌 架子鼓 95新,乐器,架子鼓,杂牌,95新,9.0,254,200,35,U000657,2022-10-19,已下架,100,33,95新架子鼓，使用35个月，保养良好
P001930,魅族 手机 99新,电子产品,手机,魅族,99新,9.5,7853,6660,1,U002966,2024-03-31,在售,354,85,99新手机，使用1个月，保养良好
P001931,杂牌 书架 99新,家具,书架,杂牌,99新,9.5,373,300,14,U001441,2023-01-09,已售出,19,3,99新书架，使用14个月，保养良好
P001932,其他 鞋子 7成新,服饰鞋包,鞋子,其他,7成新,6.0,414,170,35,U000910,2020-12-11,已售出,319,56,7成新鞋子，使用35个月，保养良好
P001933,其他 裤子 8成新,服饰鞋包,裤子,其他,8成新,7.0,371,200,24,U000423,2024-04-06,已售出,187,62,8成新裤子，使用24个月，保养良好
P001934,其他 衣架 99新,生活用品,衣架,其他,99新,9.5,260,220,6,U001066,2022-11-03,已下架,144,36,99新衣架，使用6个月，保养良好
P001935,杂牌 移动电源 8成新,电子产品,移动电源,杂牌,8成新,7.0,313,160,29,U001527,2021-01-19,已售出,400,125,8成新移动电源，使用29个月，保养良好
P001936,三星 平板电脑 95新,电子产品,平板电脑,三星,95新,9.0,4402,3260,23,U002740,2024-01-28,已售出,430,102,95新平板电脑，使用23个月，保养良好
P001937,无品牌 英语学习 6成新,图书教材,英语学习,无品牌,6成新,5.0,95,30,11,U002687,2023-02-16,已售出,311,18,6成新英语学习，使用11个月，保养良好
P001938,小米 手机 95新,电子产品,手机,小米,95新,9.0,6335,5070,23,U001756,2022-07-11,已售出,132,30,95新手机，使用23个月，保养良好
P001939,杂牌 口琴 6成新,乐器,口琴,杂牌,6成新,5.0,173,50,13,U000408,2022-10-16,已下架,362,71,6成新口琴，使用13个月，保养良好
P001940,迪卡侬 自行车 6成新,运动器材,自行车,迪卡侬,6成新,5.0,629,200,7,U001521,2022-04-03,已下架,354,19,6成新自行车，使用7个月，保养良好
P001941,华为 平板电脑 95新,电子产品,平板电脑,华为,95新,9.0,1971,1370,24,U001189,2022-07-23,已售出,22,0,95新平板电脑，使用24个月，保养良好
P001942,其他 床上用品 全新,生活用品,床上用品,其他,全新,10.0,309,320,47,U000150,2024-05-26,已售出,300,63,全新床上用品，使用47个月，保养良好
P001943,杂牌 瑜伽垫 99新,运动器材,瑜伽垫,杂牌,99新,9.5,316,270,9,U001270,2022-10-14,在售,210,27,99新瑜伽垫，使用9个月，保养良好
P001944,杂牌 台式机 99新,电子产品,台式机,杂牌,99新,9.5,6310,5060,43,U000244,2020-10-27,在售,307,10,99新台式机，使用43个月，保养良好
P001945,杂牌 台灯 99新,生活用品,台灯,杂牌,99新,9.5,187,150,15,U000073,2023-06-05,已售出,64,14,99新台灯，使用15个月，保养良好
P001946,其他 围巾 9成新,服饰鞋包,围巾,其他,9成新,8.0,210,150,27,U001588,2021-07-10,已下架,364,24,9成新围巾，使用27个月，保养良好
P001947,其他 电吹风 8成新,生活用品,电吹风,其他,8成新,7.0,254,120,10,U001380,2021-07-15,已下架,408,83,8成新电吹风，使用10个月，保养良好
P001948,无品牌 口琴 全新,乐器,口琴,无品牌,全新,10.0,134,120,3,U000532,2021-12-04,已售出,29,5,全新口琴，使用3个月，保养良好
P001949,杂牌 瑜伽垫 9成新,运动器材,瑜伽垫,杂牌,9成新,8.0,486,340,7,U000756,2022-09-07,在售,347,47,9成新瑜伽垫，使用7个月，保养良好
P001950,其他 围巾 全新,服饰鞋包,围巾,其他,全新,10.0,472,430,34,U002577,2021-08-06,在售,182,4,全新围巾，使用34个月，保养良好
P001951,杂牌 跑步机 全新,运动器材,跑步机,杂牌,全新,10.0,413,400,8,U000737,2021-11-20,在售,259,67,全新跑步机，使用8个月，保养良好
P001952,杂牌 背包 9成新,服饰鞋包,背包,杂牌,9成新,8.0,375,250,38,U002281,2022-10-22,已售出,223,10,9成新背包，使用38个月，保养良好
P001953,杂牌 台灯 9成新,生活用品,台灯,杂牌,9成新,8.0,186,120,36,U001155,2022-05-14,已售出,89,0,9成新台灯，使用36个月，保养良好
P001954,杂牌 考研资料 7成新,图书教材,考研资料,杂牌,7成新,6.0,334,120,9,U002230,2022-11-14,已售出,380,9,7成新考研资料，使用9个月，保养良好
P001955,杂牌 课外读物 99新,图书教材,课外读物,杂牌,99新,9.5,286,220,6,U000171,2021-12-08,在售,438,28,99新课外读物，使用6个月，保养良好
P001956,其他 外套 99新,服饰鞋包,外套,其他,99新,9.5,244,210,41,U002406,2021-05-08,已售出,413,31,99新外套，使用41个月，保养良好
P001957,无品牌 裤子 7成新,服饰鞋包,裤子,无品牌,7成新,6.0,343,130,25,U000350,2020-10-21,已售出,242,11,7成新裤子，使用25个月，保养良好
P001958,其他 床垫 6成新,家具,床垫,其他,6成新,5.0,431,120,7,U002377,2024-02-13,在售,385,80,6成新床垫，使用7个月，保养良好
P001959,其他 衣柜 7成新,家具,衣柜,其他,7成新,6.0,356,130,20,U002975,2023-05-24,已售出,296,70,7成新衣柜，使用20个月，保养良好
P001960,杂牌 尤克里里 全新,乐器,尤克里里,杂牌,全新,10.0,73,70,6,U001151,2021-03-10,已售出,396,17,全新尤克里里，使用6个月，保养良好
P001961,无品牌 外套 6成新,服饰鞋包,外套,无品牌,6成新,5.0,487,150,7,U001279,2020-09-20,已售出,481,21,6成新外套，使用7个月，保养良好
P001962,无品牌 尤克里里 95新,乐器,尤克里里,无品牌,95新,9.0,375,260,38,U002739,2020-09-05,已售出,169,28,95新尤克里里，使用38个月，保养良好
P001963,杂牌 键盘鼠标 9成新,电子产品,键盘鼠标,杂牌,9成新,8.0,50,30,18,U000196,2022-11-01,已下架,61,9,9成新键盘鼠标，使用18个月，保养良好
P001964,杂牌 架子鼓 8成新,乐器,架子鼓,杂牌,8成新,7.0,158,70,13,U000429,2022-02-20,已售出,400,99,8成新架子鼓，使用13个月，保养良好
P001965,杂牌 床上用品 99新,生活用品,床上用品,杂牌,99新,9.5,441,350,21,U002710,2023-04-26,已售出,414,13,99新床上用品，使用21个月，保养良好
P001966,杂牌 瑜伽垫 全新,运动器材,瑜伽垫,杂牌,全新,10.0,163,150,29,U001088,2022-02-11,已下架,11,1,全新瑜伽垫，使用29个月，保养良好
P001967,无品牌 小说 7成新,图书教材,小说,无品牌,7成新,6.0,167,70,10,U001184,2021-03-02,在售,427,103,7成新小说，使用10个月，保养良好
P001968,无品牌 电吹风 6成新,生活用品,电吹风,无品牌,6成新,5.0,148,40,11,U001748,2023-03-13,已售出,129,4,6成新电吹风，使用11个月，保养良好
P001969,无品牌 架子鼓 95新,乐器,架子鼓,无品牌,95新,9.0,300,240,26,U000989,2021-02-27,在售,51,0,95新架子鼓，使用26个月，保养良好
P001970,杂牌 围巾 7成新,服饰鞋包,围巾,杂牌,7成新,6.0,220,80,7,U000679,2022-06-22,已售出,212,4,7成新围巾，使用7个月，保养良好
P001971,无品牌 羽毛球拍 全新,运动器材,羽毛球拍,无品牌,全新,10.0,193,180,34,U001639,2023-04-09,已售出,458,143,全新羽毛球拍，使用34个月，保养良好
P001972,其他 滑板 7成新,运动器材,滑板,其他,7成新,6.0,348,150,38,U001113,2023-07-09,已售出,274,8,7成新滑板，使用38个月，保养良好
P001973,美利达 自行车 9成新,运动器材,自行车,美利达,9成新,8.0,1955,1170,4,U001868,2023-04-18,在售,395,18,9成新自行车，使用4个月，保养良好
P001974,无品牌 跑步机 7成新,运动器材,跑步机,无品牌,7成新,6.0,296,110,20,U002440,2021-10-10,已售出,427,9,7成新跑步机，使用20个月，保养良好
P001975,无品牌 哑铃 全新,运动器材,哑铃,无品牌,全新,10.0,87,80,37,U002882,2023-01-15,在售,28,4,全新哑铃，使用37个月，保养良好
P001976,无品牌 外套 全新,服饰鞋包,外套,无品牌,全新,10.0,187,170,6,U001461,2022-07-17,已售出,239,35,全新外套，使用6个月，保养良好
P001977,无品牌 考研资料 7成新,图书教材,考研资料,无品牌,7成新,6.0,388,160,11,U002313,2022-12-13,已售出,201,20,7成新考研资料，使用11个月，保养良好
P001978,无品牌 小说 9成新,图书教材,小说,无品牌,9成新,8.0,447,300,4,U002978,2021-12-24,已售出,134,0,9成新小说，使用4个月，保养良好
P001979,杂牌 书桌 8成新,家具,书桌,杂牌,8成新,7.0,799,410,25,U002567,2022-12-07,已售出,119,24,8成新书桌，使用25个月，保养良好
P001980,考特 吉他 8成新,乐器,吉他,考特,8成新,7.0,4412,2270,30,U000965,2021-04-01,已下架,120,36,8成新吉他，使用30个月，保养良好
P001981,杂牌 书架 7成新,家具,书架,杂牌,7成新,6.0,129,50,32,U002940,2021-07-09,已售出,415,89,7成新书架，使用32个月，保养良好
P001982,杂牌 床垫 6成新,家具,床垫,杂牌,6成新,5.0,218,70,16,U002547,2021-07-12,已下架,347,103,6成新床垫，使用16个月，保养良好
P001983,杂牌 哑铃 7成新,运动器材,哑铃,杂牌,7成新,6.0,97,40,6,U000989,2022-03-15,已售出,415,31,7成新哑铃，使用6个月，保养良好
